3112
0.11
0.12
31.49
31.80
0.11
0.11
0.13
0.12
0.09
.47
0.48
0.48
0.49
0.49
0.49
31.74
0.10
0.10
0.09
0.12
0.12
0.11
0.12
31.49
31.80
0.11
0.11
0.13
0.12
0.09
31.35
0.12
0.13
0.12
31.60
0.10
31.36
31.24
0.10
0.09
0.06
0.04
0.05
0.15
0.07
0.09
0.15
0.09
0.17
0.26
31.73
0.09
0.07
0.08
0.19
0.12
31.48
